LOCATION,PRICE,FACING,FLOOR,BEDROOM,BATHROOM,LAND AREA (sqft),ROAD ACCESS (ft),PROPERTY AGE,HAS_PARKING,HAS_BALCONY,HAS_GARDEN,HAS_MODULAR_KITCHEN,LOCATION_ENCODED
"New Road, Kathmandu",22500000.0,south,7.0,5.0,4.0,1369.0,13.0,20.0,0,0,0,0,33750000.0
"Sitapaila, Kathmandu",30000000.0,north,2.5,6.0,3.0,1437.45,12.0,22.0,1,0,0,0,31995000.0
"Kapan, Kathmandu",33800000.0,north,2.5,6.0,5.0,1437.45,13.0,8.0,1,0,0,0,27269230.769230768
"Kapan, Kathmandu",18500000.0,south,2.5,5.0,4.0,1026.75,12.0,7.0,1,0,0,0,27269230.769230768
"Kapan, Kathmandu",14000000.0,south-west,1.0,2.0,1.0,1026.75,12.0,17.0,1,0,0,0,27269230.769230768
"Baseni, Chitwan",12000000.0,west,2.5,4.0,3.0,1369.0,13.0,7.0,1,0,0,0,12000000.0
"Gopikrishna Hall, Kathmandu",28500000.0,west,2.5,6.0,4.0,1369.0,15.0,6.0,1,0,0,0,28500000.0
"Grande Villa, Kathmandu",39000000.0,north,2.0,4.0,3.0,1471.675,16.0,26.0,1,0,1,0,39375000.0
"Budhanilkantha, Kathmandu",33500000.0,north,2.5,6.0,2.0,1540.125,13.0,8.0,1,0,0,0,51359210.526315786
"Sirutar, Bhaktapur",26500000.0,north-east,2.0,4.0,4.0,1129.425,13.0,13.0,1,0,0,0,26500000.0
"Budhanilkantha, Kathmandu",60000000.0,south-east,2.5,6.0,5.0,2053.5,15.0,20.0,1,0,1,0,51359210.526315786
"Golfutar, Kathmandu",39000000.0,south-east,2.5,4.0,4.0,1779.7,13.0,13.0,1,0,0,0,37055555.55555555
"Budhanilkantha, Kathmandu",42500000.0,north,2.5,5.0,5.0,1711.25,15.0,9.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",75000000.0,south-east,2.5,5.0,5.0,2395.75,14.0,14.0,1,0,1,0,51359210.526315786
"Khumaltar, Lalitpur",36500000.0,east,2.5,3.0,4.0,1095.2,13.0,22.0,1,0,0,0,44153846.15384615
"Jawalakhel, Lalitpur",110000000.0,north,2.0,4.0,3.0,4107.0,26.0,27.0,0,0,0,0,73000000.0
"Jyotinagar, Kathmandu",38800000.0,north,2.5,5.0,4.0,1026.75,15.0,14.0,1,0,0,0,30460000.0
"Thaiba, Lalitpur",45000000.0,south-east,2.5,4.0,4.0,2053.5,20.0,21.0,1,0,1,0,39166666.666666664
"Kalanki, Kathmandu",24000000.0,east,2.5,5.0,4.0,1369.0,14.0,10.0,1,0,0,0,34900000.0
"Bhaisepati, Lalitpur",59500000.0,south-west,2.5,5.0,5.0,2053.5,16.5,4.0,1,0,0,0,47632203.38983051
"Bhaisepati, Lalitpur",41000000.0,north,2.5,4.0,4.0,1129.425,20.0,4.0,1,0,0,0,47632203.38983051
"Naya Basti, Kathmandu",20500000.0,south,2.5,7.0,3.0,1026.75,10.0,19.0,1,0,0,0,23000000.0
"Gongabu, Kathmandu",37500000.0,west,3.5,8.0,3.0,1060.9750000000001,10.0,10.0,1,0,0,0,38428571.428571425
"Budhanilkantha, Kathmandu",47500000.0,south,2.5,5.0,4.0,1471.675,13.0,7.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",32000000.0,north-west,2.5,6.0,5.0,1026.75,15.0,4.0,1,0,0,0,51359210.526315786
"Handigaun, Kathmandu",52500000.0,south,2.5,7.0,5.0,2464.2000000000003,15.0,4.0,1,0,0,0,52500000.0
"Sundarbasti, Kathmandu",24500000.0,east,2.5,5.0,4.0,1095.2,12.0,9.0,1,0,0,0,34144444.44444445
"Deuwa chowk, Kathmandu",70000000.0,east,4.0,8.0,12.0,2429.975,13.0,19.0,1,0,0,0,48200000.0
"Bansbari, Kathmandu",55000000.0,north,2.5,6.0,5.0,2121.9500000000003,13.0,4.0,1,0,0,0,55545454.54545455
"Kapan, Kathmandu",19500000.0,east,3.5,7.0,5.0,1026.75,15.0,7.0,1,0,0,0,27269230.769230768
"Mandikhatar, Kathmandu",28500000.0,east,2.5,4.0,3.0,1060.9750000000001,13.0,2.0,1,0,0,0,43173333.333333336
"Ghattekulo, Kathmandu",65000000.0,south,3.5,10.0,4.0,2087.725,16.5,8.0,1,0,1,0,41000000.0
"Minbhawan, Kathmandu",35000000.0,east,3.0,6.0,3.0,1197.875,16.5,7.0,1,0,0,0,35000000.0
"Samakhusi, Kathmandu",30500000.0,north,3.0,5.0,4.0,1129.425,15.0,8.0,1,0,0,0,33875000.0
"Budhanilkantha, Kathmandu",69000000.0,north,3.5,8.0,4.0,1711.25,20.0,2.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",19000000.0,south-east,2.0,4.0,5.0,1095.2,13.0,6.0,1,0,0,0,51359210.526315786
"Dhumbarahi, Kathmandu",33000000.0,east,2.5,5.0,4.0,1437.45,10.0,6.0,1,0,0,0,58000000.0
"Budhanilkantha, Kathmandu",46500000.0,south,2.5,5.0,4.0,1711.25,16.0,11.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",60000000.0,west,2.5,5.0,4.0,2738.0,15.0,15.0,1,0,0,0,51359210.526315786
"Sorhakhutte, Kathmandu",47500000.0,south,3.5,9.0,4.0,1711.25,12.0,4.0,1,0,0,1,46250000.0
"Budhanilkantha, Kathmandu",29000000.0,north,2.5,6.0,5.0,1095.2,12.0,4.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",47500000.0,south,2.5,5.0,4.0,1471.675,15.0,5.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",45000000.0,west,2.5,6.0,5.0,1711.25,13.0,4.0,0,0,0,0,51359210.526315786
"Nakkhu, Lalitpur",31000000.0,north,2.5,6.0,5.0,1437.45,16.5,7.0,1,0,0,0,33960000.0
"Gwarko, Lalitpur",35500000.0,south,3.5,6.0,5.0,1437.45,14.0,8.0,1,0,1,1,26142857.14285714
"Nalinchwok, Bhaktapur",11000000.0,north,2.5,3.0,3.0,1026.75,8.0,8.0,1,0,0,0,11000000.0
"Grande Villa, Kathmandu",39000000.0,north,2.5,4.0,4.0,1471.675,16.0,4.0,1,0,0,0,39375000.0
"Mandikhatar, Kathmandu",38800000.0,east,2.5,5.0,4.0,1711.25,15.0,8.0,0,0,0,0,43173333.333333336
"Sukedhara, Kathmandu",28500000.0,south,2.5,5.0,4.0,1026.75,20.0,14.0,0,0,0,0,33192307.692307692
"Nakkhu, Lalitpur",36000000.0,north-east,3.0,5.0,3.0,1403.225,10.0,23.0,1,0,0,0,33960000.0
"Ochu Height, Lalitpur",22500000.0,west,2.5,4.0,5.0,1095.2,13.0,32.0,1,0,0,0,27000000.0
"Hattiban, Lalitpur",25000000.0,south,2.5,5.0,2.0,1095.2,13.0,5.0,1,0,0,0,40300000.0
"Imadol, Lalitpur",37500000.0,south,2.5,4.0,4.0,1369.0,13.0,3.0,1,0,0,0,29527777.777777776
"Tikathali, Lalitpur",19500000.0,south,2.5,4.0,4.0,752.95,13.0,7.0,1,0,0,0,25147058.82352941
"Kapan, Kathmandu",38500000.0,south-east,2.5,6.0,5.0,1745.475,13.0,14.0,0,0,0,0,27269230.769230768
"Hattigaunda, Kathmandu",44000000.0,east,2.5,6.0,4.0,1711.25,14.0,12.0,1,0,0,0,42730769.23076923
"Sanobharyang, Kathmandu",39500000.0,east,2.5,4.0,4.0,1437.45,20.0,6.0,1,0,1,0,39500000.0
"Shantinagar, Kathmandu",52500000.0,north,4.0,36.0,17.0,2121.9500000000003,13.0,32.0,0,0,0,0,48750000.0
"Deuwa chowk, Kathmandu",49500000.0,east,2.5,8.0,5.0,2738.0,13.0,5.0,1,0,1,0,48200000.0
"Dholahiti, Lalitpur",41000000.0,north,2.0,5.0,4.0,1711.25,13.0,6.0,1,0,0,0,41000000.0
"Mulpani, Kathmandu",19500000.0,south,2.5,6.0,3.0,1026.75,11.5,4.0,1,0,0,0,20250000.0
 undefined,34000000.0,east,2.5,4.0,5.0,1711.25,15.0,15.0,0,0,0,0,26250000.0
"Golfutar, Kathmandu",44500000.0,west,2.5,5.0,5.0,1711.25,15.0,32.0,1,0,0,0,37055555.55555555
"Hasantar, Kathmandu",48500000.0,south-east,2.5,4.0,4.0,2738.0,20.0,4.0,1,0,0,0,48500000.0
"Golfutar, Kathmandu",65000000.0,west,2.5,5.0,4.0,2087.725,14.0,4.0,0,0,1,1,37055555.55555555
"Goldhunga, Kathmandu",17000000.0,south,2.5,5.0,3.0,1129.425,10.0,32.0,1,0,0,0,21500000.0
"Changathali, Lalitpur",18500000.0,east,2.5,4.0,3.0,1026.75,14.0,8.0,1,0,0,0,16750000.0
"Bhaisepati, Lalitpur",25000000.0,south-east,3.5,4.0,5.0,1026.75,16.0,12.0,1,0,0,1,47632203.38983051
"Panauti, Kavrepalanchok",10000000.0,east,2.5,7.0,3.0,1026.75,24.0,3.0,0,0,0,0,10000000.0
"Pingalasthan, Kathmandu",45000000.0,south-east,3.5,7.0,7.0,1711.25,20.0,10.0,1,0,0,0,45000000.0
"Rudreshwor, Kathmandu",35000000.0,west,2.5,5.0,5.0,1711.25,13.0,13.0,1,0,0,0,67583333.33333333
"Nikhileshwor, Kathmandu",27500000.0,west,2.5,5.0,4.0,1060.9750000000001,16.0,10.0,1,0,0,0,27500000.0
"Grande Hospital, Kathmandu",26000000.0,south-west,2.5,3.0,4.0,1026.75,14.0,12.0,1,0,1,1,28160000.0
"Bafal, Kathmandu",27500000.0,south,2.5,4.0,4.0,1437.45,13.0,6.0,1,0,0,0,39055555.55555555
"Vinayak Colony, Lalitpur",51000000.0,west,2.5,4.0,3.0,1471.675,20.0,13.0,1,0,0,0,51000000.0
"Budhanilkantha, Kathmandu",61000000.0,north-east,2.5,6.0,5.0,2053.5,15.0,9.0,1,0,0,0,51359210.526315786
"Kadaghari, Kathmandu",26000000.0,south-west,2.5,5.0,3.0,1026.75,13.0,13.0,0,0,0,0,38333333.333333336
"Syuchatar, Kathmandu",39000000.0,south,2.5,4.0,4.0,1369.0,20.0,12.0,0,0,0,0,26500000.0
"Makalbari, Kathmandu",19500000.0,west,2.5,5.0,3.0,1026.75,13.0,10.0,1,0,0,0,28750000.0
"Dhapakhel, Lalitpur",40000000.0,east,3.5,7.0,5.0,1369.0,12.0,10.0,1,0,0,0,32500000.0
"Paiyuntar, Kathmandu",18500000.0,west,4.0,7.0,5.0,1060.9750000000001,10.0,12.0,0,0,0,0,24250000.0
"Vinayak Colony, Lalitpur",51000000.0,west,2.5,4.0,2.0,1471.675,20.0,9.0,1,0,0,0,51000000.0
"Tikathali, Lalitpur",22000000.0,east,2.0,4.0,2.0,1369.0,13.0,10.0,1,0,1,1,25147058.82352941
"Imadol, Lalitpur",23000000.0,east,2.5,4.0,2.0,1026.75,12.0,3.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",25000000.0,south-west,2.5,4.0,4.0,1129.425,13.0,10.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",22000000.0,west,2.5,4.0,4.0,1026.75,20.0,4.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",28500000.0,east,2.5,4.0,2.0,1129.425,13.0,4.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",26000000.0,west,2.5,4.0,4.0,1026.75,13.0,4.0,1,0,0,0,29527777.777777776
"Mandikhatar, Kathmandu",27500000.0,east,2.5,6.0,6.0,1369.0,13.0,11.0,1,0,0,0,43173333.333333336
"Kharibot, Kathmandu",28800000.0,south,2.5,5.0,4.0,1403.225,15.0,8.0,0,0,0,0,31575000.0
"Ghattekulo, Kathmandu",25500000.0,north,2.0,7.0,4.0,1403.225,6.5,5.0,1,0,0,0,41000000.0
"Samakhushi chowk, Kathmandu",45000000.0,south-east,3.5,21.0,5.0,1711.25,22.0,4.0,0,0,0,0,38500000.0
"Matatirtha, Kathmandu",40000000.0,north-east,3.0,6.0,4.0,4551.925,16.0,5.0,0,0,1,1,23000000.0
"Kapan, Kathmandu",33000000.0,south,2.5,6.0,32.0,1129.425,22.0,7.0,1,0,0,0,27269230.769230768
"Dhapasi, Kathmandu",32500000.0,east,2.5,5.0,1.0,2053.5,10.0,4.0,1,0,0,0,38452173.91304348
"Hattigaunda, Kathmandu",37500000.0,north-east,2.5,7.0,5.0,2053.5,14.0,7.0,0,0,1,1,42730769.23076923
"Imadol, Lalitpur",26000000.0,east,2.5,4.0,4.0,1095.2,13.0,4.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",23500000.0,east,2.5,5.0,5.0,1026.75,13.0,4.0,1,0,0,0,29527777.777777776
"Bhaisepati, Lalitpur",32000000.0,north-east,2.5,4.0,4.0,1129.425,13.0,4.0,1,0,0,0,47632203.38983051
"Jyotinagar, Kathmandu",35000000.0,south-east,2.5,7.0,4.0,1369.0,14.0,7.0,1,0,0,0,30460000.0
"Imadol, Lalitpur",22500000.0,north,2.5,6.0,4.0,1060.9750000000001,13.0,6.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",21000000.0,north,2.5,4.0,4.0,787.175,13.0,6.0,1,0,0,0,29527777.777777776
"Ochu Height, Lalitpur",22500000.0,west,2.5,4.0,5.0,1026.75,13.0,11.0,1,0,0,0,27000000.0
"Sitapaila, Kathmandu",29500000.0,north,2.5,4.0,5.0,1711.25,13.0,5.0,1,0,0,0,31995000.0
"Goldhunga, Kathmandu",20500000.0,east,2.5,4.0,3.0,1026.75,16.0,6.0,1,0,0,0,21500000.0
"Kapan, Kathmandu",22500000.0,east,2.5,5.0,4.0,1095.2,13.0,6.0,0,0,0,0,27269230.769230768
"Baneshwor, Kathmandu",49900000.0,south-east,3.5,5.0,4.0,1369.0,14.0,11.0,1,0,0,1,44950000.0
"Budhanilkantha, Kathmandu",62000000.0,west,2.5,4.0,6.0,3148.7,20.0,16.0,1,0,0,0,51359210.526315786
"Pepsicola, Kathmandu",32500000.0,south-east,3.0,5.0,4.0,1711.25,18.0,8.0,1,0,0,0,31833333.333333332
"Nikhileshwor, Kathmandu",27500000.0,west,2.5,5.0,4.0,1060.9750000000001,16.0,16.0,1,0,0,0,27500000.0
"Kapan, Kathmandu",45500000.0,north,2.5,5.0,3.0,2053.5,15.0,6.0,1,0,0,0,27269230.769230768
"Bhaisepati, Lalitpur",90000000.0,south-east,2.5,5.0,5.0,2053.5,15.0,11.0,1,0,0,0,47632203.38983051
"Imadol, Lalitpur",24500000.0,north,2.5,5.0,4.0,1060.9750000000001,13.0,14.0,0,0,0,0,29527777.777777776
"Siran Bazar, Dhading",12000000.0,east,2.5,5.0,3.0,1369.0,15.0,14.0,1,0,0,0,12000000.0
"Bhaisepati, Lalitpur",40000000.0,south-east,2.5,6.0,4.0,1437.45,20.0,2.0,1,0,1,0,47632203.38983051
"Aakasedhara, Kathmandu",31500000.0,south-west,2.5,6.0,5.0,1711.25,12.0,10.0,1,0,0,0,31500000.0
"Hattiban, Lalitpur",40000000.0,north-east,3.0,7.0,5.0,1403.225,13.0,20.0,1,0,1,0,40300000.0
"Sitapaila, Kathmandu",14000000.0,west,1.0,2.0,1.0,1026.75,13.0,2.0,1,0,0,0,31995000.0
"Manbhawan, Lalitpur",62000000.0,west,5.0,17.0,10.0,2464.2000000000003,13.0,20.0,1,0,0,0,62000000.0
"Yetkha, Kathmandu",32000000.0,south,4.0,8.0,4.0,787.175,16.0,11.0,1,0,0,0,32000000.0
"Dhapasi, Kathmandu",58000000.0,south,3.5,5.0,5.0,3114.475,17.5,5.0,1,0,1,0,38452173.91304348
"Nakhipot, Lalitpur",36000000.0,south-east,2.5,7.0,5.0,1369.0,12.0,27.0,1,0,0,0,34208333.333333336
"Galkopakha, Kathmandu",11000000.0,east,3.5,5.0,2.0,342.25,12.0,18.0,0,0,0,0,11000000.0
"Budhanilkantha, Kathmandu",105000000.0,east,2.5,4.0,4.0,4449.25,13.0,8.0,1,0,1,0,51359210.526315786
"Budhanilkantha, Kathmandu",46000000.0,west,2.5,4.0,4.0,2053.5,13.0,2.0,1,0,0,0,51359210.526315786
"Ekatabasti, Kathmandu",36000000.0,west,2.5,4.0,4.0,1403.225,16.0,20.0,1,0,0,0,24666666.666666668
"Dhapasi, Kathmandu",44000000.0,north-east,2.5,5.0,4.0,2395.75,13.0,4.0,1,0,1,0,38452173.91304348
"Lolang, Kathmandu",13799999.999999998,east,1.0,2.0,1.0,1026.75,13.0,5.0,1,0,0,0,18325000.0
"Ekatabasti, Kathmandu",18500000.0,south,2.5,5.0,3.0,1026.75,13.0,4.0,1,0,0,0,24666666.666666668
"Radhe Radhe, Bhaktapur",24000000.0,north,4.0,4.0,4.0,752.95,24.0,4.0,1,0,0,0,37833333.333333336
"Deuwa chowk, Kathmandu",24000000.0,east,2.5,5.0,4.0,1026.75,13.0,8.0,1,0,0,0,48200000.0
"Bhangal , Kathmandu",29500000.0,east,3.0,5.0,4.0,1369.0,13.0,8.0,1,0,0,0,27633333.333333332
"Mandikhatar, Kathmandu",37800000.0,east,2.5,6.0,4.0,1711.25,13.0,4.0,1,0,0,0,43173333.333333336
"Pepsicola, Kathmandu",24000000.0,east,2.5,6.0,3.0,1095.2,20.0,5.0,1,0,0,0,31833333.333333332
"Kapan, Kathmandu",26500000.0,north-west,2.5,5.0,4.0,1369.0,13.0,6.0,1,0,0,0,27269230.769230768
"Sitapaila, Kathmandu",15000000.0,south,3.0,5.0,3.0,752.95,13.0,17.0,0,0,0,0,31995000.0
"Mandikhatar, Kathmandu",27500000.0,west,3.0,5.0,4.0,1060.9750000000001,16.0,5.0,1,0,0,0,43173333.333333336
"Balkot, Bhaktapur",28000000.0,south,3.0,4.0,4.0,1369.0,20.0,5.0,1,0,0,1,37750000.0
"Gothatar, Kathmandu",22500000.0,east,2.5,5.0,4.0,1060.9750000000001,20.0,8.0,1,0,0,0,24375000.0
"Narephat, Kathmandu",31500000.0,west,3.0,5.0,4.0,1369.0,14.0,8.0,1,0,0,0,31500000.0
"Thamel, Kathmandu",55000000.0,south-east,2.5,5.0,3.0,1026.75,13.0,32.0,1,0,1,0,39000000.0
"Kusunti, Lalitpur",110000000.0,east,2.5,4.0,4.0,3080.25,16.0,6.0,1,0,1,0,71416666.66666667
"Bafal, Kathmandu",36500000.0,south-west,2.5,7.0,3.0,1369.0,12.0,19.0,1,0,0,0,39055555.55555555
"Sipadol, Bhaktapur",15000000.0,south-east,1.0,2.0,1.0,1369.0,13.0,4.0,1,0,0,0,18500000.0
"Aaptari, Chitwan",22000000.0,east,3.0,12.0,4.0,1369.0,20.0,22.0,0,0,0,0,22000000.0
"Ganesh Chowk, Kathmandu",35000000.0,east,2.5,5.0,4.0,1369.0,13.0,5.0,1,0,1,0,42962500.0
"Chunikhel, Kathmandu",28000000.0,south-west,2.5,5.0,4.0,1369.0,13.0,5.0,1,0,0,0,20000000.0
"Baluwatar, Kathmandu",35000000.0,west,2.5,5.0,3.0,2053.5,25.0,12.0,1,0,1,0,54750000.0
"Ekatabasti, Kathmandu",17000000.0,east,1.0,2.0,1.0,1403.225,16.0,5.0,1,0,1,0,24666666.666666668
"Budhanilkantha, Kathmandu",36000000.0,west,2.5,5.0,4.0,1711.25,13.0,5.0,1,0,0,0,51359210.526315786
"Dhapasi, Kathmandu",21000000.0,east,2.5,5.0,3.0,1060.9750000000001,12.0,11.0,1,0,0,0,38452173.91304348
"Harisiddhi, Lalitpur",23500000.0,south,2.5,5.0,3.0,1095.2,20.0,4.0,1,0,1,1,27357142.85714286
"Rudreshwor, Kathmandu",68000000.0,east,2.5,5.0,4.0,2156.1749999999997,14.0,4.0,1,0,1,0,67583333.33333333
"Nakkhu, Lalitpur",64000000.0,east,3.0,8.0,6.0,2738.0,15.0,17.0,1,0,1,0,33960000.0
"Maijubahal, Kathmandu",35000000.0,north,3.5,5.0,3.0,2121.9500000000003,8.0,6.0,0,0,1,0,35000000.0
"Budhanilkantha, Kathmandu",105000000.0,south,4.5,9.0,4.0,3422.5,13.0,14.0,1,0,1,0,51359210.526315786
"Dhapakhel, Lalitpur",19000000.0,south,3.0,6.0,4.0,752.95,13.0,4.0,1,0,0,1,32500000.0
"Chandragiri, Kathmandu",40000000.0,south,2.5,5.0,4.0,5202.2,14.0,15.0,1,0,1,0,20920000.0
"Basundhara, Kathmandu",35000000.0,north,2.5,4.0,4.0,1779.7,16.0,4.0,1,0,0,0,50125000.0
"Thankot, Kathmandu",16000000.0,south-west,2.5,5.0,3.0,787.175,13.0,4.0,1,0,0,0,17794117.647058822
"Khumaltar, Lalitpur",31000000.0,south-east,3.5,5.0,4.0,1403.225,13.0,4.0,1,0,0,0,44153846.15384615
"Koteshwor, Kathmandu",45000000.0,east,3.5,5.0,6.0,1369.0,26.0,18.0,1,0,1,0,41125000.0
"Bharatpur, Chitwan",17000000.0,north,2.0,4.0,2.0,1369.0,20.0,4.0,0,0,0,0,17000000.0
"Gongabu, Kathmandu",51500000.0,south-west,2.5,5.0,3.0,2738.0,10.0,8.0,1,0,1,0,38428571.428571425
"Budhanilkantha, Kathmandu",35000000.0,south-west,2.5,4.0,4.0,1437.45,13.0,15.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",35000000.0,south-west,2.5,4.0,4.0,1437.45,13.0,5.0,1,0,0,0,51359210.526315786
"Ochu Height, Lalitpur",23000000.0,west,2.5,4.0,4.0,1026.75,13.0,4.0,1,0,1,0,27000000.0
"Mandikhatar, Kathmandu",39500000.0,east,2.5,5.0,5.0,1711.25,16.0,18.0,1,0,0,0,43173333.333333336
"Thankot, Kathmandu",21000000.0,north,2.5,4.0,4.0,1026.75,13.0,14.0,1,0,0,0,17794117.647058822
"Imadol, Lalitpur",70000000.0,south-west,4.5,14.0,6.0,2395.75,18.0,5.0,1,0,0,0,29527777.777777776
"Makalbari, Kathmandu",31000000.0,north-east,1.0,2.0,1.0,2738.0,13.0,17.0,1,0,1,0,28750000.0
"Imadol, Lalitpur",24000000.0,east,3.0,4.0,4.0,1060.9750000000001,13.0,20.0,1,0,0,0,29527777.777777776
"Changathali, Lalitpur",15000000.0,east,2.5,6.0,4.0,1060.9750000000001,11.0,12.0,1,0,0,0,16750000.0
"Pepsicola, Kathmandu",24000000.0,east,3.0,4.0,4.0,752.95,20.0,8.0,1,0,1,0,31833333.333333332
"Imadol, Lalitpur",27500000.0,west,2.5,5.0,4.0,1095.2,20.0,14.0,1,0,1,0,29527777.777777776
"Baniyatar, Kathmandu",37500000.0,south-west,3.0,7.0,4.0,1197.875,14.0,14.0,1,0,0,0,28500000.0
"Thapagaun, Kathmandu",43000000.0,east,2.5,3.0,3.0,1437.45,12.0,5.0,1,0,0,0,43000000.0
"Ekatabasti, Kathmandu",29500000.0,north-east,2.5,4.0,4.0,1369.0,13.0,7.0,1,0,0,0,24666666.666666668
"Kharibot, Kathmandu",30500000.0,west,2.5,5.0,3.0,1711.25,14.0,5.0,1,0,1,0,31575000.0
"Bhaisepati, Lalitpur",26500000.0,north-west,2.5,5.0,5.0,1095.2,16.0,5.0,0,0,0,0,47632203.38983051
"Jharuwarasi, Lalitpur",13000000.0,north-west,2.5,3.0,2.0,1471.675,20.0,14.0,1,0,0,0,13000000.0
"Budhanilkantha, Kathmandu",36000000.0,south-west,2.5,6.0,5.0,1711.25,14.0,5.0,1,0,0,0,51359210.526315786
"Paknajol, Kathmandu",72500000.0,north,3.0,6.0,4.0,3080.25,10.0,7.0,1,0,1,0,72500000.0
"Pasikot, Kathmandu",35000000.0,south-east,2.5,5.0,4.0,2053.5,13.0,5.0,1,0,1,0,32693333.333333332
"Sinamangal, Kathmandu",49000000.0,west,2.5,5.0,4.0,1403.225,20.0,5.0,1,0,1,0,47000000.0
"Imadol, Lalitpur",26500000.0,north,2.5,5.0,4.0,1095.2,13.0,14.0,1,0,0,0,29527777.777777776
"Machhapokhari, Kathmandu",55000000.0,south-east,3.5,6.0,4.0,2738.0,10.5,24.0,1,0,0,0,44666666.666666664
"Manamaiju, Kathmandu",58500000.0,south-east,3.5,13.0,4.0,2806.45,18.0,12.0,1,0,1,1,49375000.0
"Manabahadur Marga, Kathmandu",35000000.0,west,3.5,5.0,6.0,1369.0,20.0,7.0,1,0,1,0,31000000.0
"Darjeeling Height, Bhaktapur",17500000.0,south,2.0,4.0,2.0,684.5,10.0,5.0,1,0,0,0,17500000.0
"Rudreshwor, Kathmandu",145000000.0,south-east,2.5,5.0,5.0,4107.0,13.0,7.0,1,0,1,0,67583333.33333333
"Dhapasi, Kathmandu",21000000.0,east,2.5,5.0,2.0,1026.75,13.0,12.0,1,0,0,0,38452173.91304348
"Narayanthan , Kathmandu",105000000.0,east,2.5,5.0,6.0,3764.75,13.0,5.0,1,0,1,0,52071428.571428575
"Manamaiju, Kathmandu",38000000.0,south,3.5,9.0,4.0,1369.0,12.0,4.0,1,0,0,0,49375000.0
"Maitidevi, Kathmandu",105000000.0,east,3.5,8.0,5.0,4791.5,13.0,24.0,1,0,0,0,105000000.0
"Sukedhara, Kathmandu",29500000.0,south,2.5,7.0,3.0,1369.0,12.0,24.0,1,0,0,0,33192307.692307692
"Thaiba, Lalitpur",12500000.0,south-east,2.5,4.0,4.0,1060.9750000000001,20.0,14.0,1,0,0,0,39166666.666666664
"Bhaisepati, Lalitpur",45000000.0,north-east,2.5,5.0,5.0,1711.25,13.0,5.0,1,0,0,0,47632203.38983051
"Basundhara, Kathmandu",40000000.0,west,3.0,6.0,5.0,1711.25,13.0,14.0,1,0,0,0,50125000.0
"Golfutar, Kathmandu",37500000.0,east,2.5,4.0,3.0,1403.225,13.0,14.0,1,0,0,0,37055555.55555555
"Chunikhel, Kathmandu",20500000.0,south-east,2.5,5.0,3.0,1060.9750000000001,13.0,8.0,1,0,0,0,20000000.0
"Mandikhatar, Kathmandu",22200000.000000004,east,2.5,5.0,4.0,1095.2,13.0,4.0,1,0,0,0,43173333.333333336
"Dallu, Kathmandu",45000000.0,east,4.5,6.0,5.0,1095.2,20.0,4.0,1,0,0,0,57500000.0
"Dhumbarahi, Kathmandu",69000000.0,south-east,4.5,7.0,7.0,2087.725,36.0,22.0,1,0,0,0,58000000.0
"Nakhudole, Lalitpur",29000000.0,south,2.5,3.0,4.0,1129.425,13.0,9.0,1,0,1,0,24000000.0
"Bhaisepati, Lalitpur",38000000.0,north,2.5,5.0,5.0,1779.7,13.0,7.0,1,0,0,0,47632203.38983051
"Koteshwor, Kathmandu",45000000.0,east,4.5,6.0,5.0,1369.0,26.0,7.0,0,0,0,0,41125000.0
"Budhanilkantha, Kathmandu",55000000.0,north-east,2.5,4.0,4.0,2806.45,13.0,11.0,1,0,1,0,51359210.526315786
"Anamnagar, Kathmandu",42500000.0,south-west,3.5,6.0,5.0,1129.425,11.0,4.0,1,0,0,0,42500000.0
"Bhangal , Kathmandu",33500000.0,south,2.5,5.0,4.0,1711.25,13.0,8.0,1,0,0,0,27633333.333333332
"Phutung, Kathmandu",26000000.0,west,3.0,5.0,3.0,1437.45,18.0,8.0,1,0,0,0,21000000.0
"Bhaisepati, Lalitpur",29500000.0,south-east,2.5,6.0,5.0,1095.2,20.0,4.0,1,0,1,0,47632203.38983051
"Narayanthan , Kathmandu",65000000.0,north,2.5,6.0,3.0,2395.75,18.0,8.0,1,0,0,0,52071428.571428575
"Gokarna, Kathmandu",13000000.0,east,1.0,2.0,1.0,1060.9750000000001,12.0,5.0,1,0,0,0,21500000.0
"Baluwakhani, Kathmandu",38000000.0,west,3.0,7.0,4.0,1711.25,13.0,8.0,1,0,1,1,29250000.0
"Bhangal , Kathmandu",29000000.0,north,2.5,4.0,4.0,1369.0,13.0,4.0,1,0,0,0,27633333.333333332
